source	schema name	rule name	level	message
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'HACCP_term'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'IFSAC_category'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'ferm_pH'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'microb_start_taxID'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'soil_pH'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'spikein_AMR'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Slot has name 'water_pH'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'ASSEMBLY_QUAL_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'ASSEMBLY_QUAL_ENUM' has name 'Finished genome'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'ASSEMBLY_QUAL_ENUM' has name 'Genome fragment(s)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'ASSEMBLY_QUAL_ENUM' has name 'High-quality draft genome'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'ASSEMBLY_QUAL_ENUM' has name 'Low-quality draft genome'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'ASSEMBLY_QUAL_ENUM' has name 'Medium-quality draft genome'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'BIOTIC_RELATIONSHIP_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'BIOTIC_RELATIONSHIP_ENUM' has name 'free living'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'CUR_LAND_USE_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'conifers (e.g. pine, spruce, fir, cypress)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'crop trees (nuts, fruit, christmas trees, nursery trees)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'hardwoods (e.g. oak, hickory, elm, aspen)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'horticultural plants (e.g. tulips)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'industrial areas'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'intermixed hardwood and conifers'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'marshlands (grass, sedges, rushes)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'meadows (grasses, alfalfa, fescue, bromegrass, timothy)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'mines or quarries'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'oil waste areas'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'pastureland (grasslands used for livestock grazing)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'permanent snow or ice'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'rainforest (evergreen forest receiving greater than 406 cm annual rainfall)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'roads or railroads'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'row crops'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'saline seeps'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'salt flats'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'shrub crops (blueberries, nursery ornamentals, filberts)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'shrub land (e.g. mesquite, sage-brush, creosote bush, shrub oak, eucalyptus)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'small grains'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'successional shrub land (tree saplings, hazels, sumacs, chokecherry, shrub dogwoods, blackberries)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'swamp (permanent or semi-permanent water body dominated by woody plants)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'tropical (e.g. mangrove, palms)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'tundra (mosses, lichens)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'vegetable crops'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'CUR_LAND_USE_ENUM' has name 'vine crops (grapes)'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'DRAINAGE_CLASS_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'DRAINAGE_CLASS_ENUM' has name 'excessively drained'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'DRAINAGE_CLASS_ENUM' has name 'moderately well'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'DRAINAGE_CLASS_ENUM' has name 'somewhat poorly'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'DRAINAGE_CLASS_ENUM' has name 'very poorly'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'FAO_CLASS_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Acrisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Andosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Arenosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Cambisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Chernozems'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Ferralsols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Fluvisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Gleysols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Greyzems'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Gypsisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Histosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Kastanozems'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Lithosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Luvisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Nitosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Phaeozems'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Planosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Podzols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Podzoluvisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Rankers'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Regosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Rendzinas'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Solonchaks'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Solonetz'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Vertisols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'FAO_CLASS_ENUM' has name 'Yermosols'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'LIB_LAYOUT_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'NEG_CONT_TYPE_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'DNA-free PCR mix'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'distilled water'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'empty collection device'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'empty collection tube'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'phosphate buffer'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'sterile swab'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'sterile syringe'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'OXY_STAT_SAMP_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'PROFILE_POSITION_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'REL_TO_OXYGEN_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'REL_TO_OXYGEN_ENUM' has name 'obligate aerobe'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'REL_TO_OXYGEN_ENUM' has name 'obligate anaerobe'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'SOIL_HORIZON_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'A horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'B horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'C horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'E horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'O horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'Permafrost'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'R layer'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'TIDAL_STAGE_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'ebb tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'flood tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'high tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'low tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'TILLAGE_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'cutting disc'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'disc plough'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'ridge till'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'strip tillage'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'zonal tillage'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'TROPHIC_LEVEL_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	canonical_prefixes	warning	Schema maps prefix 'MIXS' to namespace 'http://example.com/' instead of namespace 'https://w3id.org/mixs/'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	canonical_prefixes	warning	Schema maps prefix 'MIXS' to namespace 'http://example.com/' instead of using prefix 'meat'

